,game_id,date,year,week,home_team,away_team,home_score,away_score,winner,score_diff,1st Downs_diff,3rd Down Attempts_diff,3rd Down Conversions_diff,4th Down conversions_diff,Fumbles Lost_diff,Passing Completions_diff,Passing Yards_diff,Penalties_diff,Penalty Yards_diff,Rushing Attempts_diff,Rushing Yards_diff,Time of Possession_diff,4th Down Attempts_diff,Interceptions Thrown_diff,Passing Attempts_diff
2426,6061,10/27/2012,2012,1, North Carolina, North Carolina State,43,35, North Carolina,8,3,-3,-4,0,-1.0,1.0,-109.0,-3.0,-15.0,8.0,145.0,-124.0,0.0,-1.0,-5.0
2427,6063,10/27/2012,2012,1, Western Michigan, Northern Illinois,34,48, Northern Illinois,-14,1,5,4,0,0.0,14.0,59.0,0.0,-24.0,-2.0,-23.0,614.0,-1.0,1.0,23.0
2428,6065,10/27/2012,2012,1, Penn State, Ohio State,23,35, Ohio State,-12,-8,1,-3,2,0.0,20.0,184.0,2.0,10.0,-25.0,-202.0,-254.0,4.0,0.0,27.0
2429,6067,10/27/2012,2012,1, Washington, Oregon State,20,17, Washington,3,1,-2,-3,1,0.0,-7.0,-124.0,2.0,34.0,10.0,-10.0,246.0,-2.0,-3.0,-15.0
2430,6068,10/27/2012,2012,1, Minnesota, Purdue,44,28, Minnesota,16,2,-5,-3,0,0.0,-6.0,48.0,0.0,-13.0,7.0,29.0,-26.0,-1.0,-1.0,-21.0
2431,6071,10/27/2012,2012,1, Rice, Southern Mississippi,44,17, Rice,27,5,-8,0,-2,1.0,-3.0,-84.0,5.0,45.0,-4.0,82.0,-214.0,-4.0,-3.0,-13.0
2432,6072,10/27/2012,2012,1, San Jose State, Texas State,31,20, San Jose State,11,2,-1,3,-1,1.0,12.0,246.0,-5.0,-48.0,12.0,22.0,704.0,-1.0,0.0,12.0
2433,6074,10/27/2012,2012,1, Pittsburgh, Temple,47,17, Pittsburgh,30,0,-6,-4,0,-2.0,2.0,126.0,8.0,78.0,-4.0,78.0,-176.0,-1.0,0.0,0.0
2434,6075,10/27/2012,2012,1, South Carolina, Tennessee,38,35, South Carolina,3,4,1,0,-1,-1.0,-5.0,-18.0,-1.0,-4.0,19.0,56.0,644.0,0.0,0.0,-11.0
2435,6076,10/27/2012,2012,1, Auburn, Texas A&M,21,63, Texas A&M,-42,-11,-1,-7,-1,0.0,-12.0,-108.0,3.0,8.0,-14.0,-228.0,-76.0,0.0,0.0,-12.0
2436,6078,10/27/2012,2012,1, Kansas State, Texas Tech,55,24, Kansas State,31,6,-2,0,-1,-2.0,-16.0,-98.0,-1.0,-35.0,9.0,82.0,68.0,-1.0,-1.0,-23.0
2437,6079,10/27/2012,2012,1, Kansas, Texas,17,21, Texas,-4,3,3,3,0,1.0,-10.0,-92.0,-4.0,-60.0,21.0,23.0,336.0,0.0,-2.0,-14.0
2438,6080,10/27/2012,2012,1, Houston, UTEP,45,35, Houston,10,-2,-8,-9,1,0.0,-5.0,-127.0,-3.0,-19.0,-17.0,-28.0,-1134.0,1.0,-4.0,-8.0
2439,6084,10/27/2012,2012,1, UTSA, Utah State,17,48, Utah State,-31,-4,-1,-5,-1,-1.0,-11.0,-146.0,3.0,8.0,-9.0,-77.0,-332.0,-2.0,1.0,-6.0
2440,6086,10/27/2012,2012,1, Florida International, Western Kentucky,6,14, Western Kentucky,-8,0,0,1,1,3.0,2.0,128.0,3.0,-10.0,-4.0,-75.0,-402.0,0.0,0.0,11.0
2441,6091,11/03/2012,2012,1, Kent State, Akron,35,24, Kent State,11,8,-5,-5,1,-1.0,-16.0,-209.0,-4.0,-46.0,8.0,131.0,-128.0,0.0,0.0,-23.0
2442,6092,11/03/2012,2012,1, LSU, Alabama,17,21, Alabama,-4,0,11,9,0,-2.0,11.0,131.0,6.0,36.0,24.0,-27.0,1110.0,2.0,0.0,9.0
2443,6094,11/03/2012,2012,1, Oregon State, Arizona State,36,26, Oregon State,10,-1,-2,-1,-1,1.0,-8.0,114.0,3.0,25.0,7.0,7.0,420.0,-1.0,0.0,-8.0
2444,6096,11/03/2012,2012,1, North Texas, Arkansas State,19,37, Arkansas State,-18,-9,6,0,2,1.0,3.0,-12.0,-4.0,-51.0,-3.0,-62.0,246.0,3.0,1.0,17.0
2445,6098,11/03/2012,2012,1, Duke, Clemson,20,56, Clemson,-36,-11,9,-1,0,-1.0,3.0,-122.0,0.0,-5.0,-19.0,-254.0,374.0,0.0,-3.0,15.0
2446,6099,11/03/2012,2012,1, Wyoming, Colorado State,45,31, Wyoming,14,8,10,13,0,-1.0,4.0,-147.0,-5.0,-26.0,31.0,103.0,672.0,0.0,-2.0,2.0
2447,6100,11/03/2012,2012,1, South Florida, Connecticut,13,6, South Florida,7,3,2,0,0,-1.0,-4.0,-82.0,0.0,-11.0,3.0,38.0,-224.0,0.0,-1.0,-6.0
2448,6107,11/03/2012,2012,1, Indiana, Iowa,24,21, Indiana,3,-1,3,2,0,0.0,10.0,157.0,0.0,-1.0,0.0,-29.0,-142.0,1.0,0.0,15.0
2449,6108,11/03/2012,2012,1, Baylor, Kansas,41,14, Baylor,27,4,1,0,4,0.0,15.0,271.0,9.0,91.0,8.0,53.0,32.0,1.0,-2.0,16.0
2450,6110,11/03/2012,2012,1, Marshall, Memphis,38,28, Marshall,10,-4,-7,-1,-5,-1.0,12.0,110.0,-12.0,-86.0,-25.0,-49.0,-914.0,-5.0,0.0,12.0
2451,6111,11/03/2012,2012,1, Buffalo, Miami (Ohio),27,24, Buffalo,3,3,-3,-2,-1,0.0,-11.0,-105.0,-4.0,-41.0,6.0,117.0,-338.0,-1.0,1.0,-19.0
2452,6112,11/03/2012,2012,1, Minnesota, Michigan,13,35, Michigan,-22,0,2,-3,1,1.0,2.0,-87.0,2.0,-1.0,-3.0,-27.0,104.0,2.0,-1.0,13.0
2453,6114,11/03/2012,2012,1, Florida, Missouri,14,7, Florida,7,-1,-3,-4,1,1.0,-12.0,-130.0,-1.0,0.0,-2.0,71.0,-474.0,0.0,-4.0,-28.0
2454,6116,11/03/2012,2012,1, Auburn, New Mexico State,42,7, Auburn,35,8,-1,3,0,-2.0,-8.0,-58.0,5.0,60.0,13.0,228.0,196.0,0.0,1.0,-14.0
2455,6118,11/03/2012,2012,1, Kansas State, Oklahoma State,44,30, Kansas State,14,4,1,2,-1,-1.0,-6.0,-127.0,-3.0,-31.0,19.0,104.0,944.0,-1.0,-4.0,-19.0
2456,6120,11/03/2012,2012,1, USC, Oregon,51,62, Oregon,-11,-14,2,1,0,0.0,15.0,180.0,-7.0,-54.0,-34.0,-295.0,214.0,1.0,2.0,31.0
2457,6121,11/03/2012,2012,1, Purdue, Penn State,9,34, Penn State,-25,-5,8,3,1,1.0,11.0,-33.0,0.0,13.0,-12.0,-98.0,38.0,2.0,0.0,25.0
2458,6123,11/03/2012,2012,1, Tulane, Rice,47,49, Rice,-2,-12,-6,-4,1,2.0,15.0,205.0,-5.0,-75.0,-51.0,-211.0,-1202.0,1.0,1.0,28.0
2459,6126,11/03/2012,2012,1, UCF, SMU,42,17, UCF,25,5,-4,0,0,0.0,-4.0,22.0,-5.0,-33.0,8.0,115.0,-342.0,-1.0,0.0,-12.0
2460,6128,11/03/2012,2012,1, Louisiana-Monroe, Louisiana-Lafayette,24,40, Louisiana-Lafayette,-16,-10,-3,-4,-3,-1.0,0.0,-40.0,2.0,8.0,-29.0,-160.0,-1270.0,-4.0,1.0,6.0
2461,6132,11/03/2012,2012,1, Mississippi State, Texas A&M,13,38, Texas A&M,-25,-12,-5,-7,-2,-1.0,-13.0,-120.0,1.0,8.0,-31.0,-263.0,-344.0,-1.0,1.0,-9.0
2462,6134,11/03/2012,2012,1, Texas Tech, Texas,22,31, Texas,-9,-5,3,-1,1,0.0,15.0,65.0,1.0,21.0,-11.0,-51.0,-60.0,2.0,0.0,25.0
2463,6135,11/03/2012,2012,1, Louisiana Tech, UTSA,51,27, Louisiana Tech,24,1,-1,-2,3,0.0,8.0,43.0,1.0,15.0,6.0,56.0,-480.0,2.0,0.0,-1.0
2464,6140,11/03/2012,2012,1, North Carolina State, Virginia,6,33, Virginia,-27,-13,-4,-2,-2,1.0,3.0,-1.0,-3.0,-27.0,-24.0,-229.0,-804.0,0.0,3.0,11.0
2465,6144,11/07/2012,2012,1, Ohio, Bowling Green,14,26, Bowling Green,-12,0,1,-1,0,0.0,14.0,54.0,-6.0,-61.0,8.0,-98.0,308.0,3.0,0.0,17.0
2466,6145,11/08/2012,2012,1, Virginia Tech, Florida State,22,28, Florida State,-6,-3,2,3,-1,0.0,-6.0,-28.0,1.0,36.0,11.0,102.0,178.0,-1.0,1.0,-8.0
2467,6148,11/10/2012,2012,1, USC, Arizona State,38,17, USC,21,5,0,1,1,1.0,0.0,43.0,-3.0,-19.0,8.0,154.0,758.0,-1.0,0.0,0.0
2468,6156,11/10/2012,2012,1, Temple, Cincinnati,10,34, Cincinnati,-24,-3,4,2,-1,0.0,-1.0,-102.0,2.0,30.0,-5.0,-103.0,50.0,0.0,1.0,11.0
2469,6164,11/10/2012,2012,1, Texas Tech, Kansas,41,34, Texas Tech,7,-9,0,3,0,0.0,41.0,479.0,4.0,49.0,-35.0,-327.0,-230.0,0.0,1.0,46.0
2470,6167,11/10/2012,2012,1, Syracuse, Louisville,45,26, Syracuse,19,10,7,8,1,-1.0,-21.0,-178.0,1.0,25.0,35.0,230.0,356.0,1.0,-1.0,-27.0
2471,6168,11/10/2012,2012,1, UAB, Marshall,38,31, UAB,7,3,-1,1,-1,1.0,-5.0,-19.0,3.0,0.0,1.0,88.0,542.0,-3.0,2.0,0.0
2472,6172,11/10/2012,2012,1, Virginia, Miami (Florida),41,40, Virginia,1,-2,4,5,0,-1.0,22.0,201.0,0.0,-7.0,0.0,-139.0,748.0,0.0,1.0,26.0
2473,6176,11/10/2012,2012,1, Colorado State, UNLV,33,11, Colorado State,22,6,2,3,-2,-2.0,2.0,-12.0,2.0,19.0,11.0,133.0,570.0,-3.0,-1.0,-7.0
2474,6177,11/10/2012,2012,1, Michigan, Northwestern,38,31, Michigan,7,-10,-6,-1,-1,0.0,2.0,103.0,-6.0,-49.0,-26.0,-115.0,-536.0,-2.0,1.0,9.0
2475,6178,11/10/2012,2012,1, Boston College, Notre Dame,6,21, Notre Dame,-15,-4,1,-3,0,-1.0,10.0,38.0,-2.0,-25.0,-17.0,-131.0,-286.0,2.0,1.0,18.0
2476,6183,11/10/2012,2012,1, New Mexico State, San Jose State,7,47, San Jose State,-40,1,2,0,-2,2.0,-3.0,-201.0,-5.0,-55.0,3.0,-83.0,-94.0,0.0,1.0,3.0
2477,6188,11/10/2012,2012,1, Memphis, Tulane,37,23, Memphis,14,2,-3,-3,2,1.0,-10.0,65.0,-4.0,-16.0,15.0,30.0,-118.0,1.0,-3.0,-24.0
2478,6189,11/10/2012,2012,1, Houston, Tulsa,7,41, Tulsa,-34,-10,-1,-2,-2,0.0,0.0,29.0,3.0,3.0,-28.0,-272.0,-958.0,0.0,2.0,8.0
2479,6194,11/10/2012,2012,1, Mississippi, Vanderbilt,26,27, Vanderbilt,-1,-2,5,2,0,-1.0,10.0,124.0,4.0,13.0,5.0,-37.0,412.0,1.0,0.0,14.0
2480,6196,11/10/2012,2012,1, Oklahoma State, West Virginia,55,34, Oklahoma State,21,3,-9,-2,-4,-2.0,-15.0,-109.0,4.0,62.0,0.0,73.0,-354.0,-7.0,1.0,-25.0
2481,6202,11/15/2012,2012,1, Virginia, North Carolina,13,37, North Carolina,-24,4,3,-2,2,0.0,-11.0,-114.0,-1.0,8.0,9.0,18.0,514.0,5.0,1.0,-5.0
2482,6203,11/16/2012,2012,1, Florida Atlantic, Florida International,24,34, Florida International,-10,-6,2,-2,1,-1.0,11.0,139.0,-2.0,-27.0,-20.0,-179.0,-204.0,2.0,1.0,23.0
2483,6208,11/17/2012,2012,1, Mississippi State, Arkansas,45,14, Mississippi State,31,5,0,-1,1,-2.0,-3.0,69.0,-4.0,-29.0,3.0,77.0,54.0,1.0,-2.0,4.0
2484,6209,11/17/2012,2012,1, San Jose State, BYU,20,14, San Jose State,6,-2,-2,2,-3,-2.0,-3.0,-30.0,1.0,22.0,-1.0,-28.0,234.0,-5.0,0.0,-17.0
2485,6211,11/17/2012,2012,1, Oregon State, California,62,14, Oregon State,48,3,-5,-2,0,-3.0,10.0,227.0,-10.0,-117.0,-5.0,10.0,100.0,0.0,0.0,8.0
2486,6213,11/17/2012,2012,1, Boise State, Colorado State,42,14, Boise State,28,6,-5,0,-1,1.0,11.0,162.0,-1.0,15.0,6.0,112.0,56.0,0.0,-2.0,2.0
2487,6216,11/17/2012,2012,1, Western Michigan, Eastern Michigan,23,29, Eastern Michigan,-6,-2,0,-1,0,1.0,15.0,154.0,3.0,12.0,-29.0,-80.0,-832.0,-1.0,1.0,28.0
2488,6217,11/17/2012,2012,1, Maryland, Florida State,14,41, Florida State,-27,-8,0,-3,1,1.0,-11.0,-24.0,-4.0,-21.0,-7.0,-203.0,-542.0,2.0,-1.0,-7.0
2489,6219,11/17/2012,2012,1, Marshall, Houston,44,41, Marshall,3,9,5,8,-3,-1.0,0.0,52.0,2.0,28.0,24.0,183.0,350.0,-3.0,2.0,4.0
2490,6221,11/17/2012,2012,1, Kansas, Iowa State,23,51, Iowa State,-28,0,1,-3,2,2.0,-16.0,-118.0,-4.0,-40.0,6.0,11.0,8.0,4.0,1.0,-9.0
2491,6223,11/17/2012,2012,1, Florida, Jacksonville State,23,0, Florida,23,6,-5,-2,1,0.0,-2.0,-40.0,0.0,-1.0,7.0,154.0,72.0,1.0,-1.0,-6.0
2492,6224,11/17/2012,2012,1, Baylor, Kansas State,52,24, Baylor,28,11,-4,2,-2,0.0,-7.0,-48.0,-2.0,5.0,18.0,266.0,-36.0,-4.0,-1.0,-19.0
2493,6225,11/17/2012,2012,1, Bowling Green, Kent State,24,31, Kent State,-7,-3,4,3,0,-2.0,13.0,264.0,-1.0,0.0,-11.0,-251.0,-8.0,2.0,2.0,27.0
2494,6226,11/17/2012,2012,1, UAB, Memphis,9,46, Memphis,-37,-5,5,-2,1,-1.0,8.0,27.0,1.0,-6.0,-14.0,-147.0,-130.0,3.0,1.0,25.0
2495,6229,11/17/2012,2012,1, Nebraska, Minnesota,38,14, Nebraska,24,4,2,6,0,2.0,12.0,221.0,1.0,10.0,18.0,46.0,582.0,0.0,-2.0,5.0
2496,6232,11/17/2012,2012,1, Clemson, North Carolina State,62,48, Clemson,14,14,-2,0,-1,-1.0,1.0,-67.0,0.0,22.0,23.0,224.0,396.0,-3.0,1.0,-9.0
2497,6234,11/17/2012,2012,1, Michigan State, Northwestern,20,23, Northwestern,-3,4,3,5,0,2.0,-4.0,51.0,-1.0,-4.0,12.0,65.0,518.0,2.0,2.0,4.0
2498,6237,11/17/2012,2012,1, Illinois, Purdue,17,20, Purdue,-3,5,0,2,0,3.0,3.0,-31.0,-4.0,-40.0,2.0,-34.0,114.0,0.0,0.0,10.0
2499,6238,11/17/2012,2012,1, Cincinnati, Rutgers,3,10, Rutgers,-7,-6,-3,-3,0,0.0,6.0,65.0,-3.0,-10.0,-19.0,-144.0,-866.0,1.0,0.0,11.0
2500,6239,11/17/2012,2012,1, Texas A&M, Sam Houston State,47,28, Texas A&M,19,0,-10,-5,-1,2.0,2.0,179.0,1.0,13.0,-26.0,-34.0,-1322.0,-1.0,0.0,-3.0
2501,6242,11/17/2012,2012,1, UCLA, USC,38,28, UCLA,10,2,5,2,1,0.0,-1.0,-107.0,6.0,64.0,20.0,0.0,400.0,0.0,-2.0,-13.0
2502,6243,11/17/2012,2012,1, Rice, SMU,36,14, Rice,22,3,7,5,0,-2.0,9.0,83.0,0.0,-2.0,12.0,23.0,656.0,0.0,0.0,10.0
2503,6247,11/17/2012,2012,1, Army, Temple,32,63, Temple,-31,-4,3,0,-1,2.0,2.0,57.0,3.0,12.0,5.0,-127.0,-106.0,-1.0,0.0,5.0
2504,6250,11/17/2012,2012,1, Southern Mississippi, UTEP,33,34, UTEP,-1,3,-3,-3,1,0.0,6.0,185.0,4.0,43.0,-4.0,-12.0,-26.0,0.0,1.0,4.0
2505,6251,11/17/2012,2012,1, Idaho, UTSA,27,34, UTSA,-7,-5,-3,-3,1,1.0,2.0,110.0,7.0,50.0,-10.0,-65.0,-518.0,0.0,1.0,4.0
2506,6252,11/17/2012,2012,1, Louisiana Tech, Utah State,41,48, Utah State,-7,-1,2,1,0,1.0,15.0,56.0,1.0,-54.0,2.0,-73.0,-186.0,1.0,2.0,27.0
2507,6254,11/17/2012,2012,1, Notre Dame, Wake Forest,38,0, Notre Dame,38,4,-2,3,0,-1.0,-1.0,209.0,2.0,3.0,5.0,166.0,-62.0,-1.0,1.0,1.0
2508,6255,11/17/2012,2012,1, Arizona State, Washington State,46,7, Arizona State,39,11,1,6,0,1.0,6.0,61.0,-1.0,2.0,42.0,259.0,738.0,-1.0,-1.0,-17.0
2509,6256,11/17/2012,2012,1, Colorado, Washington,3,38, Washington,-35,-6,1,-1,-2,2.0,-12.0,-197.0,-3.0,-29.0,-7.0,-138.0,-548.0,-2.0,2.0,-6.0
2510,6257,11/17/2012,2012,1, Alabama, Western Carolina,49,0, Alabama,49,12,-2,4,0,0.0,0.0,67.0,-7.0,-34.0,12.0,230.0,-190.0,-1.0,0.0,-8.0
2511,6263,11/23/2012,2012,1, Arizona, Arizona State,34,41, Arizona State,-7,8,1,2,0,-1.0,3.0,39.0,-6.0,-71.0,2.0,23.0,84.0,1.0,3.0,10.0
2512,6268,11/23/2012,2012,1, East Carolina, Marshall,65,59, East Carolina,6,-4,-1,-3,0,-1.0,-5.0,20.0,-4.0,-15.0,-7.0,-98.0,160.0,1.0,-2.0,-7.0
2513,6274,11/23/2012,2012,1, Colorado, Utah,35,42, Utah,-7,-5,4,3,1,0.0,17.0,178.0,-1.0,-8.0,-1.0,-96.0,186.0,3.0,4.0,27.0
2514,6277,11/24/2012,2012,1, UCF, UAB,49,24, UCF,25,2,-5,0,-2,-1.0,-19.0,-266.0,0.0,-16.0,12.0,140.0,6.0,-3.0,-1.0,-32.0
2515,6281,11/24/2012,2012,1, New Mexico State, BYU,14,50, BYU,-36,-6,-3,-5,-3,0.0,-21.0,-226.0,2.0,7.0,-8.0,-107.0,-544.0,-3.0,0.0,-26.0
2516,6283,11/24/2012,2012,1, Florida State, Florida,26,37, Florida,-11,-7,-3,-1,0,1.0,3.0,38.0,-9.0,-81.0,-22.0,-132.0,-760.0,0.0,3.0,11.0
2517,6286,11/24/2012,2012,1, Northwestern, Illinois,50,14, Northwestern,36,18,4,1,4,0.0,-1.0,-4.0,-6.0,-68.0,40.0,212.0,846.0,4.0,-2.0,-2.0
2518,6288,11/24/2012,2012,1, Tennessee, Kentucky,37,17, Tennessee,20,2,-10,-6,1,0.0,-10.0,48.0,4.0,34.0,-5.0,-3.0,-532.0,-2.0,0.0,-13.0
2519,6289,11/24/2012,2012,1, San Jose State, Louisiana Tech,52,43, San Jose State,9,7,-3,0,-1,1.0,-14.0,-116.0,3.0,18.0,19.0,185.0,640.0,-1.0,-2.0,-23.0
2520,6293,11/24/2012,2012,1, Ohio State, Michigan,26,21, Ohio State,5,8,3,0,0,-1.0,3.0,18.0,4.0,20.0,25.0,99.0,820.0,-1.0,-1.0,-2.0
2521,6298,11/24/2012,2012,1, Western Kentucky, North Texas,25,24, Western Kentucky,1,2,-1,1,-1,2.0,-4.0,27.0,3.0,35.0,-9.0,62.0,-754.0,-1.0,-1.0,4.0
2522,6301,11/24/2012,2012,1, Oklahoma, Oklahoma State,51,48, Oklahoma,3,0,4,3,2,1.0,27.0,223.0,-3.0,-40.0,-11.0,-95.0,746.0,3.0,0.0,35.0
2523,6305,11/24/2012,2012,1, Wyoming, San Diego State,28,42, San Diego State,-14,-8,4,0,-1,-1.0,0.0,96.0,-6.0,-40.0,-12.0,-278.0,-366.0,0.0,-1.0,12.0
2524,6306,11/24/2012,2012,1, Louisiana-Lafayette, South Alabama,52,30, Louisiana-Lafayette,22,7,-5,-4,2,0.0,-13.0,2.0,-2.0,-8.0,14.0,122.0,-24.0,2.0,0.0,-20.0
2525,6307,11/24/2012,2012,1, Clemson, South Carolina,17,27, South Carolina,-10,3,-9,-6,-1,0.0,-12.0,-127.0,-5.0,-51.0,-10.0,11.0,-1196.0,-1.0,1.0,-17.0
2526,6309,11/24/2012,2012,1, UTSA, Texas State,38,31, UTSA,7,11,0,3,-1,-2.0,-16.0,-124.0,10.0,112.0,8.0,231.0,-26.0,-2.0,3.0,-12.0
2527,6313,11/24/2012,2012,1, SMU, Tulsa,35,27, SMU,8,-4,-3,-1,-4,-2.0,-26.0,-300.0,3.0,0.0,-3.0,14.0,-18.0,-6.0,-1.0,-38.0
2528,6318,11/29/2012,2012,1, Rutgers, Louisville,17,20, Louisville,-3,-5,-8,-5,-1,1.0,-15.0,-38.0,-3.0,-17.0,-24.0,12.0,-1462.0,-1.0,1.0,-11.0
2529,6322,12/01/2012,2012,1, Nevada, Boise State,21,27, Boise State,-6,2,-3,-2,0,1.0,-6.0,-16.0,-3.0,-25.0,5.0,12.0,-328.0,0.0,0.0,-8.0
2530,6324,12/01/2012,2012,1, Connecticut, Cincinnati,17,34, Cincinnati,-17,-2,3,1,0,-1.0,3.0,53.0,2.0,23.0,-3.0,-36.0,-78.0,1.0,3.0,17.0
2531,6327,12/01/2012,2012,1, Arkansas State, Middle Tennessee,45,0, Arkansas State,45,8,0,4,-1,0.0,4.0,124.0,-3.0,-20.0,18.0,185.0,510.0,-2.0,-2.0,-5.0
2532,6328,12/01/2012,2012,1, Wisconsin, Nebraska,70,31, Wisconsin,39,8,-7,-1,-1,-1.0,-10.0,-94.0,0.0,11.0,6.0,257.0,-30.0,-2.0,-2.0,-24.0
2533,6332,12/01/2012,2012,1, TCU, Oklahoma,17,24, Oklahoma,-7,-5,-1,-4,0,0.0,-5.0,-13.0,4.0,30.0,-1.0,-58.0,58.0,1.0,-1.0,-9.0
2534,6334,12/01/2012,2012,1, Hawai'i, South Alabama,23,7, Hawai'i,16,4,-4,1,-1,1.0,-3.0,33.0,-1.0,40.0,13.0,211.0,282.0,-2.0,0.0,-8.0
2535,6335,12/01/2012,2012,1, Florida Atlantic, Louisiana-Lafayette,21,35, Louisiana-Lafayette,-14,-3,-4,-2,0,1.0,12.0,211.0,6.0,37.0,-22.0,-135.0,-385.0,3.0,2.0,18.0
2536,6341,12/21/2012,2012,1, UCF, Ball State,38,17, UCF,21,11,3,6,-1,-1.0,0.0,55.0,2.0,18.0,18.0,151.0,668.0,0.0,0.0,-2.0
2537,6343,12/22/2012,2012,1, Boise State, Washington,28,26, Boise State,2,-1,1,-1,2,0.0,7.0,56.0,1.0,13.0,-2.0,-96.0,-118.0,1.0,-2.0,0.0
2538,6344,12/24/2012,2012,1, SMU, Fresno State,43,10, SMU,33,6,3,4,0,-2.0,-19.0,-150.0,0.0,0.0,15.0,185.0,398.0,-2.0,0.0,-27.0
2539,6346,12/27/2012,2012,1, UCLA, Baylor,26,49, Baylor,-23,-9,3,-5,2,-3.0,16.0,141.0,5.0,54.0,-39.0,-273.0,-660.0,6.0,0.0,39.0
2540,6347,12/27/2012,2012,1, Duke, Cincinnati,34,48, Cincinnati,-14,6,3,4,1,2.0,21.0,28.0,-1.0,-11.0,11.0,-22.0,444.0,2.0,2.0,25.0
2541,6350,12/28/2012,2012,1, Louisiana-Monroe, Ohio,14,45, Ohio,-31,-4,5,0,1,-1.0,6.0,-118.0,-4.0,-50.0,0.0,-124.0,430.0,2.0,2.0,17.0
2542,6353,12/29/2012,2012,1, Michigan State, TCU,17,16, Michigan State,1,3,3,2,0,-1.0,-2.0,-97.0,2.0,33.0,12.0,36.0,366.0,-1.0,-1.0,-2.0
2543,6355,12/29/2012,2012,1, Arizona State, Navy,62,28, Arizona State,34,5,-7,0,-2,1.0,11.0,231.0,-4.0,-18.0,-6.0,67.0,-402.0,-2.0,-1.0,8.0
2544,6358,12/31/2012,2012,1, Clemson, LSU,25,24, Clemson,1,3,5,5,1,2.0,22.0,226.0,-1.0,-19.0,25.0,0.0,762.0,3.0,-1.0,27.0
2545,6359,12/31/2012,2012,1, Vanderbilt, North Carolina State,38,24, Vanderbilt,14,6,-5,-10,3,-2.0,-19.0,-275.0,-7.0,-80.0,16.0,76.0,352.0,3.0,-3.0,-26.0
2546,6360,12/31/2012,2012,1, Georgia Tech, USC,21,7, Georgia Tech,14,13,-2,3,0,2.0,-9.0,-32.0,6.0,78.0,41.0,196.0,770.0,0.0,-2.0,-27.0
2547,6363,01/01/2013,2012,1, Florida State, Northern Illinois,31,10, Florida State,21,4,-4,-2,0,0.0,11.0,115.0,3.0,56.0,5.0,160.0,496.0,-2.0,-1.0,-3.0
2548,6364,01/01/2013,2012,1, Oklahoma State, Purdue,58,14, Oklahoma State,44,1,-3,-1,-1,-3.0,4.0,99.0,3.0,17.0,3.0,58.0,-344.0,-2.0,-2.0,0.0
2549,6365,01/01/2013,2012,1, Michigan, South Carolina,28,33, South Carolina,-5,8,9,5,2,0.0,-7.0,-127.0,-1.0,11.0,28.0,56.0,958.0,2.0,1.0,1.0
2550,6367,01/02/2013,2012,1, Florida, Louisville,23,33, Louisville,-10,3,-4,-6,1,1.0,-4.0,-91.0,7.0,73.0,-6.0,41.0,-674.0,1.0,1.0,-3.0
2551,6368,01/03/2013,2012,1, Kansas State, Oregon,17,35, Oregon,-18,-4,1,2,-1,0.0,5.0,-15.0,2.0,24.0,-9.0,-87.0,372.0,-3.0,2.0,9.0
2552,6370,01/05/2013,2012,1, Mississippi, Pittsburgh,38,17, Mississippi,21,6,4,5,3,-1.0,8.0,-22.0,5.0,40.0,13.0,143.0,168.0,1.0,1.0,5.0
2553,6373,08/29/2013,2013,1, UCF, Akron,38,7, UCF,31,2,-2,1,0,-1.0,1.0,203.0,-5.0,-39.0,4.0,23.0,318.0,0.0,-1.0,2.0
2554,6374,08/29/2013,2013,1, San Jose State, Sacramento State,24,0, San Jose State,24,2,-5,-1,-1,0.0,-7.0,33.0,-5.0,-25.0,-10.0,56.0,-736.0,-2.0,-2.0,-8.0
2555,6375,08/29/2013,2013,1, Ball State, Illinois State,51,28, Ball State,23,-2,2,4,-2,-1.0,4.0,58.0,-1.0,0.0,-4.0,6.0,-310.0,-2.0,-1.0,11.0
2556,6379,08/29/2013,2013,1, Vanderbilt, Mississippi,35,39, Mississippi,-4,-3,2,2,-1,0.0,-10.0,17.0,1.0,-9.0,-4.0,-80.0,92.0,-1.0,2.0,-11.0
2557,6380,08/29/2013,2013,1, South Carolina, North Carolina,27,10, South Carolina,17,4,-6,-3,-2,-1.0,-14.0,-16.0,1.0,-2.0,2.0,129.0,-54.0,-2.0,0.0,-22.0
2558,6387,08/29/2013,2013,1, Utah, Utah State,30,26, Utah,4,2,-1,-3,1,0.0,-14.0,-12.0,-2.0,-64.0,5.0,-25.0,-248.0,1.0,0.0,-12.0
2559,6391,08/30/2013,2013,1, Army, Morgan State,28,12, Army,16,2,-4,-2,0,-1.0,-2.0,-15.0,-9.0,-65.0,-10.0,110.0,-536.0,-1.0,0.0,-2.0
2560,6393,08/30/2013,2013,1, Arizona, Northern Arizona,35,0, Arizona,35,3,-9,0,-4,0.0,-12.0,-89.0,-3.0,-30.0,-5.0,212.0,-1232.0,-4.0,-3.0,-23.0
2561,6394,08/30/2013,2013,1, Georgia State, Samford,21,31, Samford,-10,-1,5,4,0,0.0,9.0,198.0,1.0,10.0,-11.0,-33.0,116.0,0.0,1.0,20.0
2562,6396,08/30/2013,2013,1, SMU, Texas Tech,23,41, Texas Tech,-18,3,1,-3,1,0.0,-2.0,-25.0,1.0,14.0,4.0,54.0,166.0,2.0,0.0,2.0
