,game_id,year,week,day,away_team,home_team,stadium,temperature,humidity,wind_speed,wind_direction,conditions,surface,over_or_under,visitor_point_spread,away_score,home_score,winner,score_diff,1QP_diff,2QP_diff,3QP_diff,4QP_diff,RFD_diff,PFD_diff,IFD_diff,RY_diff,RA_diff,PY_diff,PA_diff,PC_diff,SK_diff,INT_diff,FUM_diff,PU_diff,GPY_diff,PR_diff,PRY_diff,KR_diff,KRY_diff,IR_diff,IRY_diff,PEN_diff,TOP_diff,TD_diff,TDR_diff,TDP_diff,TDT_diff,FGM_diff,FGAT_diff,FGY_diff,RZA_diff,RZC_diff,BRY_diff,BPY_diff,SRP_diff,S1RP_diff,S2RP_diff,S3RP_diff,SPP_diff,S1PP_diff,S2PP_diff,S3PP_diff,LEA_diff,LEY_diff,LTA_diff,LTY_diff,LGA_diff,LGY_diff,MDA_diff,MDY_diff,RGA_diff,RGY_diff,RTA_diff,RTY_diff,REA_diff,REY_diff,R1A_diff,R1Y_diff,R2A_diff,R2Y_diff,R3A_diff,R3Y_diff,QBA_diff,QBY_diff,SLA_diff,SLY_diff,SMA_diff,SMY_diff,SRA_diff,SRY_diff,DLA_diff,DLY_diff,DMA_diff,DMY_diff,DRA_diff,DRY_diff,WR1A_diff,WR1Y_diff,WR3A_diff,WR3Y_diff,TEA_diff,TEY_diff,RBA_diff,RBY_diff,SGA_diff,SGY_diff,P1A_diff,P1Y_diff,P2A_diff,P2Y_diff,P3A_diff,P3Y_diff,SPC_diff,MPC_diff,LPC_diff,Q1RA_diff,Q1RY_diff,Q1PA_diff,Q1PY_diff,LCRA_diff,LCRY_diff,LCPA_diff,LCPY_diff,RZRA_diff,RZRY_diff,RZPA_diff,RZPY_diff,SKY_diff,LBS_diff,DBS_diff,SFPY_diff,DRV_diff,NPY_diff,TB_diff,I20_diff,RTD_diff,LNR_diff,LNP_diff,LBR_diff,LBP_diff,DBR_diff,DBP_diff,NHA_diff,S3A_diff,S3C_diff,L3A_diff,L3C_diff,STF_diff,DP_diff,FSP_diff,OHP_diff,PBEP_diff,DLP_diff,DSP_diff,DMP_diff,PFN_diff
351,587,2002,5,SUN,PIT,NO,Louisiana Superdome,86.0,62.5,0.0,\N,Dome,AstroTurf,43.0,3.0,29,32,NO,3,10.0,-5.0,3.0,-5.0,-2.0,-4.0,0.0,3.0,0.0,-50.0,-15.0,-9.0,-2.0,-1.0,-1.0,-1.0,-42.0,1.0,15.0,-2.0,-21.0,1.0,1.0,-45.0,-4.0,-1.0,1.0,-2.0,0.0,4.0,4.0,167.0,0.0,-1.0,18.0,-34.0,-2.0,0.0,-1.0,-1.0,-6.0,-1.0,-3.0,-2.0,2.0,-6.0,-5.0,-23.0,6.0,2.0,0.0,-9.0,1.0,25.0,-2.0,-13.0,-2.0,15.0,1.0,32.0,-1.0,-11.0,0.0,-30.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,39.0,-5.0,-38.0,-1.0,-4.0,-4.0,-64.0,-17.0,-140.0,-8.0,33.0,-7.0,-2.0,-2.0,-85.0,-3.0,-5.0,-1.0,2.0,14.0,1.0,44.0,3.0,-3.0,0.0,20.0,1.0,-7.0,-4.0,-27.0,-13.0,-1.0,0.0,166.0,0.0,-27.0,0.0,0.0,0.0,3.5,-1.0,0.5,-0.5,-5.0,-5.5,0.0,1.0,1.0,-1.0,-2.0,2.0,0.0,0.0,-2.0,0.0,2.0,1.0,-2.0,-1.0
352,588,2002,5,SUN,KC,NYJ,The Meadowlands,66.0,56.0,10.0,E,Partly Cloudy,Grass,45.0,-2.5,29,25,KC,-4,4.0,-1.0,-3.0,-4.0,-2.0,1.0,0.0,-68.0,-1.0,-77.0,-4.0,-1.0,2.0,0.0,0.0,1.0,86.0,-2.0,-18.0,2.0,29.0,0.0,0.0,-40.0,-2.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-78.0,-1.0,0.0,-35.0,-33.0,-6.0,-5.0,-2.0,1.0,-1.0,2.0,-3.0,0.0,-4.0,-49.0,-1.0,2.0,5.0,-2.0,1.0,-23.0,-2.0,-15.0,0.0,28.0,0.0,-9.0,-2.0,-56.0,-1.0,-14.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,72.0,-1.0,-34.0,-5.0,-23.0,-5.0,-74.0,-7.0,-71.0,2.0,19.0,-3.0,-116.0,-1.0,20.0,0.0,-1.0,0.0,3.0,38.0,-3.0,-61.0,5.0,10.0,-2.0,-75.0,3.0,17.0,-2.0,-8.0,18.0,0.0,0.0,16.0,0.0,48.0,1.0,-1.0,0.0,-3.5,-2.0,-2.0,0.5,3.5,2.5,0.0,1.0,0.0,4.0,3.0,7.0,0.0,0.0,-5.0,1.0,0.0,-2.0,0.0,0.0
353,589,2002,5,SUN,STL,SF,3COM Park,72.0,73.0,5.0,N,Sunny,Grass,40.5,7.0,13,37,SF,24,7.0,17.0,-3.0,3.0,5.0,-2.0,-1.0,92.0,2.0,-18.0,-13.0,-5.0,0.0,-2.0,0.0,-2.0,-63.0,-1.0,16.0,-4.0,-132.0,2.0,87.0,-13.0,-2.0,3.0,2.0,0.0,1.0,1.0,1.0,11.0,3.0,2.0,71.0,3.0,6.0,3.0,5.0,-2.0,1.0,6.0,-4.0,-1.0,1.0,18.0,-2.0,-2.0,-1.0,3.0,0.0,19.0,0.0,26.0,0.0,-23.0,4.0,51.0,-3.0,0.0,7.0,100.0,-2.0,-8.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,106.0,-6.0,-24.0,-3.0,-30.0,-8.0,-67.0,2.0,52.0,2.0,94.0,-9.0,-72.0,-6.0,-37.0,-3.0,2.0,-4.0,0.0,53.0,-2.0,-17.0,0.0,0.0,0.0,0.0,8.0,45.0,3.0,18.0,0.0,-1.0,1.0,-6.0,0.0,-27.0,-1.0,0.0,0.0,-1.0,-0.5,-3.0,-0.5,4.0,-3.0,0.0,-3.0,-4.0,-5.0,-1.0,-2.0,7.0,0.0,-2.0,0.0,1.0,1.0,0.0,0.0
354,590,2002,5,SUN,WAS,TEN,Adelphia Coliseum,74.0,66.0,6.0,VAR,Clear,Grass,45.0,5.0,31,14,WAS,-17,-3.0,7.0,-14.0,-7.0,-4.0,-3.0,-1.0,-98.0,-14.0,-56.0,1.0,2.0,3.0,3.0,1.0,0.0,26.0,0.0,23.0,2.0,38.0,-3.0,0.0,0.0,-8.0,-2.0,0.0,-2.0,0.0,-1.0,-1.0,-31.0,-2.0,-1.0,-71.0,-100.0,-7.0,-3.0,-2.0,-2.0,0.0,5.0,-2.0,-3.0,-2.0,-39.0,-1.0,-34.0,-3.0,-13.0,-2.0,9.0,-1.0,-2.0,-4.0,-37.0,-1.0,18.0,-8.0,-70.0,-2.0,-17.0,-4.0,-11.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-79.0,-3.0,-44.0,8.0,100.0,-1.0,-25.0,20.0,56.0,3.0,40.0,-2.0,-71.0,3.0,-25.0,2.0,4.0,-4.0,-1.0,-14.0,1.0,21.0,0.0,0.0,0.0,0.0,-4.0,1.0,0.0,-25.0,8.0,1.0,0.0,-21.0,-1.0,49.0,0.0,0.0,0.0,-7.0,-0.5,-6.0,8.0,-1.0,-3.5,6.0,1.0,0.0,0.0,-4.0,-2.0,0.0,0.0,-1.0,-5.0,2.0,0.0,2.0,-1.0
355,591,2002,5,SN,BAL,CLE,Cleveland Browns Stadium,65.0,48.0,10.0,E,Cloudy,Grass,36.0,6.5,26,21,BAL,-5,0.0,-13.0,-10.0,18.0,-3.0,5.0,1.0,-139.0,-17.0,163.0,19.0,10.0,2.0,4.0,0.0,0.0,4.0,0.0,-24.0,3.0,80.0,-4.0,-65.0,52.0,-2.0,1.0,0.0,1.0,0.0,-4.0,-4.0,-126.0,-1.0,2.0,-119.0,86.0,-8.0,-4.0,-4.0,0.0,9.0,1.0,5.0,3.0,-3.0,-47.0,-1.0,-3.0,-1.0,-1.0,-9.0,-60.0,0.0,0.0,0.0,0.0,-3.0,-7.0,-6.0,-55.0,-9.0,-53.0,-2.0,-10.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-15.0,18.0,238.0,-3.0,-35.0,0.0,0.0,30.0,301.0,8.0,43.0,9.0,50.0,4.0,70.0,0.0,5.0,5.0,-1.0,-10.0,0.0,10.0,-8.0,-32.0,9.0,45.0,-8.0,-9.0,3.0,14.0,25.0,0.5,1.0,-81.0,1.0,0.0,-1.0,1.0,0.0,-10.5,-2.5,-1.0,-0.5,-6.5,13.0,0.0,3.0,3.0,-2.0,-2.0,-7.0,0.0,1.0,1.0,2.0,-3.0,2.0,-2.0,0.0
356,592,2002,5,MN,GB,CHI,Memorial Stadium,46.0,61.0,5.0,W,Clear,AstroPlay,44.0,1.5,34,21,GB,-13,-7.0,-3.0,-7.0,4.0,0.0,1.0,-1.0,-79.0,-14.0,2.0,17.0,5.0,0.0,3.0,0.0,0.0,-4.0,-2.0,17.0,3.0,81.0,-3.0,-98.0,16.0,-2.0,-1.0,0.0,0.0,-1.0,-2.0,-5.0,-84.0,0.0,0.0,-84.0,-11.0,-3.0,-6.0,1.0,2.0,6.0,5.0,0.0,1.0,-5.0,-45.0,-2.0,-45.0,2.0,17.0,0.0,0.0,0.0,-2.0,-8.0,-25.0,-1.0,4.0,-12.0,-92.0,-3.0,-10.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-38.0,1.0,62.0,4.0,19.0,1.0,-24.0,-15.0,-127.0,10.0,-24.0,4.0,19.0,3.0,32.0,1.0,4.0,0.0,-5.0,-39.0,-6.0,-132.0,0.0,0.0,0.0,0.0,-3.0,-8.0,-1.0,-27.0,-8.0,0.0,-1.0,56.0,0.0,33.0,-1.0,1.0,0.0,-5.0,0.0,-10.0,-3.0,1.0,9.0,0.0,5.0,4.0,-1.0,-1.0,-7.0,-7.0,0.0,2.0,0.0,-1.0,1.0,0.0,0.0
357,593,2002,6,SUN,PIT,CIN,Paul Brown Stadium,54.0,67.0,15.0,NW,Mostly Cloudy,Grass,41.5,-6.0,34,7,PIT,-27,-7.0,-17.0,0.0,-3.0,-3.0,0.0,0.0,-132.0,-12.0,-7.0,10.0,7.0,3.0,1.0,1.0,1.0,39.0,0.0,1.0,5.0,28.0,-1.0,-9.0,-20.0,-2.0,-3.0,-1.0,-1.0,0.0,-2.0,-2.0,-64.0,-3.0,-1.0,-98.0,-90.0,-4.0,-1.0,-1.0,-2.0,7.0,4.0,0.0,3.0,-8.0,-72.0,0.0,-7.0,-2.0,2.0,1.0,-22.0,1.0,1.0,1.0,7.0,-5.0,-13.0,-9.0,-46.0,-2.0,-39.0,-1.0,-19.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-89.0,7.0,62.0,0.0,12.0,4.0,21.0,-8.0,-79.0,8.0,-3.0,0.0,-43.0,5.0,39.0,1.0,6.0,0.0,-5.0,7.0,0.0,-67.0,0.0,0.0,0.0,0.0,-5.0,-24.0,1.0,3.0,13.0,2.0,0.0,72.0,2.0,60.0,-1.0,1.0,-1.0,-3.0,-1.0,-2.5,3.5,-4.5,3.5,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,-2.0,-1.0,1.0,-1.0,0.0
358,594,2002,6,SUN,CAR,DAL,Texas Stadium,56.0,55.0,13.0,N,Cloudy,AstroTurf,34.0,2.0,13,14,DAL,1,-7.0,0.0,-3.0,11.0,3.0,-1.0,1.0,27.0,-10.0,-24.0,5.0,-1.0,6.0,1.0,1.0,0.0,-22.0,0.0,-31.0,1.0,8.0,-1.0,-51.0,-35.0,-7.0,1.0,0.0,1.0,0.0,-2.0,-3.0,-94.0,1.0,0.0,95.0,9.0,-1.0,-2.0,2.0,-1.0,0.0,0.0,-1.0,1.0,-3.0,1.0,-2.0,-13.0,1.0,2.0,-3.0,-24.0,0.0,12.0,-2.0,23.0,-1.0,26.0,-4.0,-8.0,-1.0,53.0,-5.0,-18.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,6.0,28.0,1.0,5.0,0.0,-23.0,-1.0,-8.0,5.0,-51.0,1.0,-21.0,5.0,28.0,0.0,-1.0,0.0,4.0,57.0,5.0,8.0,-1.0,-15.0,5.0,13.0,0.0,0.0,1.0,0.0,51.0,0.0,1.0,-118.0,-1.0,-14.0,-2.0,0.0,0.0,-5.0,0.0,-9.0,1.0,2.0,0.0,0.0,-1.0,-2.0,-1.0,0.0,-2.0,0.0,-5.0,0.0,-1.0,0.0,1.0,-1.0,0.0
359,595,2002,6,SUN,BUF,HOU,Reliant Stadium,57.25,41.25,0.0,\N,Closed Roof,Grass,44.0,-7.5,31,24,BUF,-7,0.0,7.0,-7.0,-7.0,-2.0,-3.0,-2.0,-32.0,-4.0,-33.0,-9.0,-6.0,2.0,0.0,-1.0,1.0,53.0,0.0,3.0,1.0,15.0,0.0,0.0,-53.0,-7.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-7.0,0.0,-1.0,-8.0,5.0,-10.0,-7.0,-4.0,1.0,-8.0,-3.0,-2.0,-3.0,-4.0,-8.0,1.0,2.0,2.0,42.0,2.0,-6.0,3.0,-7.0,-2.0,-1.0,-6.0,-58.0,2.0,-19.0,-7.0,-50.0,1.0,33.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-19.0,0.0,0.0,-2.0,-7.0,-6.0,-26.0,-14.0,-163.0,-8.0,-13.0,2.0,-12.0,-1.0,-29.0,3.0,-9.0,0.0,-5.0,-67.0,-8.0,29.0,-3.0,26.0,0.0,-94.0,3.0,10.0,2.0,-4.0,2.0,0.5,-0.5,74.0,0.0,56.0,0.0,0.0,0.0,5.0,0.0,-12.0,-3.0,6.0,-3.0,0.0,-4.0,-1.0,2.0,-2.0,0.0,0.0,1.0,-2.0,-2.0,0.0,1.0,0.0,2.0
360,596,2002,6,SUN,BAL,IND,RCA Dome,58.5,27.5,0.0,\N,Dome,AstroTurf,44.0,6.5,20,22,IND,2,1.0,6.0,-7.0,2.0,-2.0,5.0,1.0,-45.0,-7.0,118.0,11.0,15.0,2.0,0.0,-2.0,0.0,74.0,-3.0,-23.0,-2.0,-78.0,0.0,-20.0,18.0,2.0,-1.0,-2.0,1.0,0.0,3.0,3.0,103.0,0.0,-1.0,-19.0,14.0,-5.0,-3.0,-2.0,0.0,9.0,9.0,2.0,-2.0,-2.0,-21.0,-5.0,1.0,0.0,0.0,-2.0,-16.0,1.0,0.0,2.0,-3.0,-1.0,-6.0,-2.0,-40.0,-4.0,3.0,-1.0,-8.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,184.0,-2.0,-10.0,-1.0,-10.0,-4.0,-43.0,19.0,57.0,8.0,114.0,5.0,23.0,0.0,-19.0,8.0,6.0,1.0,1.0,0.0,0.0,31.0,-3.0,-23.0,5.0,35.0,-2.0,-6.0,1.0,8.0,3.0,1.0,2.0,-5.0,1.0,71.0,-1.0,-1.0,0.0,-4.5,-1.0,1.5,-2.0,-2.0,15.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,3.0,0.0,-1.0,1.0,-1.0,1.0,-1.0
361,598,2002,6,SUN,GB,NE,Gillette Stadium,61.0,0.0,10.0,ENE,Light Rain,Grass,48.0,5.5,28,10,GB,-18,0.0,-11.0,-7.0,0.0,2.0,0.0,-2.0,-35.0,-14.0,23.0,17.0,7.0,1.0,3.0,1.0,-3.0,-139.0,3.0,38.0,1.0,54.0,-3.0,-22.0,66.0,-4.0,-3.0,-1.0,-2.0,0.0,1.0,0.0,32.0,-2.0,-3.0,-25.0,-29.0,-5.0,-6.0,0.0,1.0,2.0,3.0,-1.0,0.0,0.0,4.0,-2.0,-1.0,1.0,8.0,-4.0,-23.0,-5.0,-29.0,-3.0,1.0,-1.0,-4.0,-9.0,-44.0,-3.0,-11.0,-2.0,11.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,3.0,28.0,-1.0,-21.0,2.0,-2.0,34.0,145.0,12.0,22.0,4.0,-23.0,2.0,24.0,1.0,8.0,-2.0,0.0,14.0,8.0,39.0,0.0,0.0,0.0,0.0,-2.0,8.0,-1.0,-20.0,13.0,0.0,0.0,73.0,1.0,-81.0,-1.0,1.0,0.0,-2.5,2.5,-9.0,-1.0,-1.5,7.5,0.0,-3.0,-1.0,7.0,2.0,-3.0,0.0,1.0,6.0,1.0,-2.0,3.0,-1.0,0.0
362,599,2002,6,SUN,ATL,NYG,Giants Stadium,60.0,96.0,5.0,E,\N,Grass,35.0,5.5,17,10,ATL,-7,0.0,-7.0,7.0,-7.0,4.0,-2.0,1.0,46.0,3.0,-56.0,6.0,1.0,1.0,1.0,1.0,-2.0,-86.0,0.0,-2.0,1.0,25.0,-1.0,1.0,15.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,7.0,-1.0,-1.0,37.0,-99.0,2.0,-1.0,2.0,1.0,0.0,0.0,1.0,-1.0,7.0,36.0,-5.0,-15.0,0.0,-3.0,0.0,15.0,-2.0,0.0,3.0,21.0,0.0,-8.0,4.0,28.0,0.0,29.0,-1.0,-11.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-16.0,2.0,23.0,-3.0,-27.0,-1.0,-25.0,8.0,50.0,2.0,-13.0,2.0,-54.0,3.0,19.0,3.0,-5.0,3.0,-6.0,-17.0,-8.0,-39.0,-2.0,9.0,11.0,-25.0,-1.0,-16.0,2.0,6.0,3.0,2.0,0.0,21.0,1.0,-88.0,0.0,-2.0,0.0,-6.0,-2.0,5.5,-0.5,3.5,1.5,0.0,0.0,2.0,-1.0,-1.0,-3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
363,602,2002,6,SUN,CLE,TB,Raymond James Stadium,85.0,74.0,6.0,SSE,Chance Rain,Grass,36.0,7.0,3,17,TB,14,7.0,3.0,0.0,4.0,8.0,2.0,1.0,126.0,20.0,60.0,-8.0,-5.0,-2.0,0.0,0.0,-5.0,-257.0,5.0,90.0,-1.0,-5.0,0.0,2.0,-21.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,-17.0,7.0,2.0,101.0,64.0,15.0,7.0,9.0,-1.0,2.0,0.0,1.0,1.0,2.0,27.0,3.0,19.0,2.0,8.0,10.0,89.0,0.0,0.0,1.0,1.0,1.0,-9.0,10.0,68.0,8.0,80.0,1.0,-13.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,-10.0,-78.0,-1.0,3.0,0.0,70.0,-17.0,-26.0,-3.0,38.0,-3.0,24.0,-4.0,-6.0,-5.0,0.0,0.0,-5.0,-5.0,-2.0,34.0,0.0,0.0,0.0,0.0,8.0,21.0,6.0,0.0,-17.0,0.0,0.0,199.0,0.0,-167.0,0.0,1.0,0.0,3.0,-1.0,9.5,-2.5,3.5,-1.5,0.0,2.0,0.0,-3.0,0.0,3.0,0.0,-3.0,0.0,3.0,0.0,0.0,-1.0,-1.0
364,603,2002,6,SUN,JAC,TEN,Adelphia Coliseum,65.0,48.0,15.0,N,Sunny,Grass,43.5,-2.0,14,23,TEN,9,7.0,2.0,-7.0,7.0,3.0,10.0,-1.0,23.0,13.0,150.0,23.0,19.0,-2.0,-2.0,1.0,-3.0,-168.0,2.0,9.0,-1.0,33.0,2.0,19.0,33.0,15.0,0.0,-1.0,1.0,0.0,3.0,4.0,99.0,4.0,1.0,-72.0,-2.0,12.0,1.0,7.0,4.0,14.0,5.0,5.0,4.0,4.0,18.0,0.0,10.0,1.0,1.0,2.0,-46.0,2.0,9.0,4.0,9.0,-1.0,12.0,2.0,-45.0,4.0,31.0,6.0,27.0,-3.0,-47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,56.0,6.0,-9.0,2.0,21.0,10.0,74.0,4.0,62.0,10.0,51.0,7.0,41.0,4.0,58.0,5.0,13.0,1.0,2.0,24.0,0.0,41.0,6.0,20.0,7.0,48.0,1.0,3.0,8.0,14.0,-8.0,0.0,-0.5,44.0,0.0,-119.0,-2.0,1.0,0.0,8.0,0.0,3.0,6.0,0.0,11.0,3.0,9.0,6.0,1.0,2.0,1.0,0.0,-2.0,0.0,-1.0,2.0,-2.0,1.0,1.0
365,604,2002,6,SUN,NO,WAS,FedExField,65.0,96.0,4.0,E,Cloudy,Grass,46.0,-1.0,43,27,NO,-16,-13.0,5.0,-7.0,-1.0,1.0,5.0,-2.0,-68.0,-14.0,72.0,20.0,9.0,5.0,3.0,1.0,-2.0,-81.0,0.0,-86.0,3.0,-32.0,-3.0,36.0,-3.0,-5.0,-1.0,2.0,-2.0,1.0,-3.0,-3.0,-80.0,-4.0,0.0,-57.0,-6.0,0.0,-2.0,1.0,1.0,8.0,3.0,6.0,-1.0,-4.0,-38.0,0.0,0.0,-1.0,8.0,-3.0,-7.0,1.0,5.0,1.0,5.0,-8.0,-31.0,-8.0,-48.0,-4.0,0.0,-2.0,-10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-36.0,6.0,13.0,-1.0,13.0,4.0,123.0,6.0,7.0,12.0,4.0,9.0,89.0,4.0,-23.0,-2.0,9.0,2.0,-8.0,4.0,-6.0,-35.0,0.0,0.0,0.0,0.0,-5.0,-6.0,-11.0,-20.0,43.0,-2.0,0.0,-365.0,-1.0,-127.0,-2.0,0.0,-2.0,-9.0,1.0,-0.5,4.0,-6.5,5.0,0.0,1.0,0.0,-1.0,-2.0,-8.0,7.0,0.0,0.0,-1.0,-3.0,1.0,4.0,-1.0
366,605,2002,6,SN,MIA,DEN,Invesco Field at Mile High,58.0,31.0,3.0,SW,Clear,Grass,41.0,3.5,24,22,MIA,-2,6.0,-4.0,3.0,-7.0,2.0,5.0,4.0,53.0,3.0,98.0,17.0,8.0,2.0,1.0,0.0,-3.0,-106.0,0.0,-19.0,-3.0,-85.0,-1.0,-24.0,28.0,8.0,-2.0,-2.0,1.0,-1.0,4.0,3.0,150.0,2.0,-1.0,0.0,48.0,5.0,5.0,-1.0,1.0,6.0,6.0,0.0,0.0,1.0,10.0,1.0,14.0,-3.0,3.0,0.0,11.0,0.0,1.0,3.0,24.0,1.0,-10.0,3.0,22.0,0.0,3.0,0.0,28.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,72.0,-1.0,11.0,-1.0,-37.0,2.0,79.0,-5.0,-54.0,10.0,83.0,4.0,8.0,5.0,7.0,-1.0,11.0,-2.0,6.0,35.0,8.0,45.0,-2.0,-3.0,0.0,-15.0,0.0,-21.0,4.0,9.0,27.0,0.0,0.0,45.0,2.0,-105.0,-1.0,-1.0,0.0,-4.0,-0.5,5.5,-4.5,-0.5,10.0,0.0,-1.0,2.0,4.0,-1.0,-3.0,-7.0,2.0,1.0,1.0,-2.0,-3.0,1.0,0.0
367,609,2002,7,SUN,JAC,BAL,Ravens Stadium,56.0,57.0,5.0,N,Rain,Grass,39.0,1.5,10,17,BAL,7,0.0,0.0,10.0,-3.0,-2.0,-5.0,1.0,-55.0,2.0,-81.0,-17.0,-10.0,0.0,-3.0,2.0,2.0,61.0,-1.0,-6.0,-2.0,-31.0,3.0,50.0,0.0,-4.0,1.0,-1.0,2.0,0.0,0.0,0.0,8.0,-1.0,0.0,-61.0,-4.0,6.0,2.0,3.0,1.0,-7.0,-4.0,0.0,-3.0,-5.0,-47.0,0.0,3.0,6.0,35.0,-2.0,-45.0,-1.0,-5.0,3.0,8.0,1.0,1.0,-2.0,-39.0,6.0,16.0,-2.0,-27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-54.0,-2.0,6.0,2.0,4.0,-7.0,-35.0,-26.0,-157.0,-4.0,-39.0,-9.0,-20.0,-4.0,-22.0,-5.0,-2.0,-3.0,8.0,48.0,1.0,-10.0,0.0,0.0,-6.0,-52.0,-2.0,-17.0,-3.0,21.0,2.0,-1.0,0.0,18.0,-1.0,95.0,-2.0,3.0,0.0,10.0,0.0,-5.5,-3.0,-1.5,-9.0,0.0,0.0,2.0,-5.0,-2.0,1.0,0.0,-2.0,1.0,-1.0,0.0,-1.0,0.0,0.0
368,610,2002,7,SUN,HOU,CLE,Cleveland Browns Stadium,50.0,53.66666666666666,11.0,NW,Sunny,Grass,36.0,9.0,17,34,CLE,17,0.0,0.0,7.0,10.0,1.0,-5.0,1.0,0.0,2.0,-124.0,-6.0,-2.0,-7.0,0.0,-2.0,0.0,6.0,-1.0,3.0,-3.0,69.0,0.0,0.0,-12.0,1.0,2.0,2.0,-1.0,0.0,1.0,0.0,31.0,2.0,2.0,-38.0,-136.0,7.0,4.0,3.0,0.0,-6.0,-1.0,-1.0,-4.0,-4.0,-4.0,2.0,3.0,4.0,10.0,1.0,-32.0,2.0,-2.0,-1.0,-6.0,-1.0,32.0,-2.0,51.0,6.0,-27.0,-1.0,-23.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-17.0,-3.0,-50.0,-8.0,-78.0,0.0,-13.0,4.0,-23.0,-1.0,-14.0,-10.0,-29.0,-3.0,-81.0,5.0,0.0,-7.0,2.0,-2.0,7.0,52.0,5.0,52.0,2.0,15.0,4.0,11.0,0.0,-8.0,-34.0,-1.0,-1.0,206.0,0.0,29.0,-1.0,3.0,1.0,-2.0,-0.5,6.5,-1.0,-3.5,1.5,0.0,2.0,0.0,-7.0,-5.0,-6.0,0.0,0.0,0.0,0.0,-2.0,2.0,-3.0,1.0
369,611,2002,7,SUN,CHI,DET,Ford Field,68.0,50.33333333333334,0.0,\N,Dome,FieldTurf,45.0,-3.0,20,23,DET,3,0.0,4.0,-7.0,3.0,5.0,1.0,0.0,102.0,9.0,35.0,3.0,0.0,-1.0,-1.0,-1.0,1.0,31.0,-1.0,-10.0,0.0,-17.0,1.0,14.0,39.0,6.0,0.0,1.0,-1.0,0.0,1.0,2.0,7.0,2.0,0.0,78.0,-28.0,5.0,2.0,4.0,-1.0,-2.0,1.0,-2.0,-1.0,4.0,7.0,-2.0,-10.0,0.0,0.0,-2.0,32.0,0.0,0.0,3.0,13.0,6.0,56.0,0.0,14.0,8.0,78.0,1.0,6.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-41.0,8.0,42.0,-1.0,-42.0,2.0,77.0,0.0,0.0,7.0,46.0,-5.0,-57.0,0.0,43.0,-4.0,1.0,3.0,2.0,24.0,-3.0,9.0,1.0,15.0,11.0,99.0,7.0,14.0,4.0,5.0,1.0,0.0,-1.0,41.0,0.0,41.0,-1.0,2.0,0.0,-3.0,0.0,7.5,-4.5,3.5,4.5,0.0,1.0,-1.0,2.0,0.0,5.0,0.0,0.0,1.0,2.0,3.0,-3.0,0.0,1.0
